Pitch,Duration,Concurrent_Notes,Dist_To_Highest,Dist_To_Lowest,Hand_Label
73,1.0,4,3,19,1
76,1.0,4,0,22,1
54,0.5,4,22,0,0
61,0.5,4,15,7,0
75,2.0,4,3,18,1
78,2.0,4,0,21,1
57,0.5,4,21,0,0
61,0.5,4,17,4,0
57,0.5,4,21,0,0
64,0.5,4,14,7,0
73,0.5,1,0,0,1
76,0.5,3,0,19,1
57,0.5,3,19,0,0
61,0.5,3,15,4,0
78,0.5,1,0,0,1
76,1.0,5,4,22,1
80,1.0,5,0,26,1
54,0.5,5,26,0,0
59,0.5,5,21,5,0
63,0.5,5,17,9,0
75,1.0,2,3,0,1
78,1.0,2,0,3,1
54,0.5,5,24,0,0
59,0.5,5,19,5,0
61,0.5,5,17,7,0
73,1.0,2,3,0,1
76,1.0,2,0,3,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
59,0.5,4,19,5,0
68,1.0,4,5,12,1
73,1.0,4,0,17,1
56,0.5,4,17,0,0
61,0.5,4,12,5,0
68,0.5,2,5,0,1
73,0.5,2,0,5,1
73,0.5,3,0,17,1
56,0.5,3,17,0,0
64,0.5,3,9,8,0
68,0.5,2,5,0,1
73,0.5,2,0,5,1
73,0.5,1,0,0,1
73,0.5,4,3,17,1
76,0.5,4,0,20,1
56,0.5,4,20,0,0
61,0.5,4,15,5,0
78,0.5,1,0,0,1
76,1.0,4,4,22,1
80,1.0,4,0,26,1
54,0.5,4,26,0,0
61,0.5,4,19,7,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
54,0.5,4,19,0,0
64,0.5,4,9,10,0
73,1.0,2,3,0,1
76,1.0,2,0,3,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
75,2.75,4,3,18,1
78,2.75,4,0,21,1
57,0.5,4,21,0,0
61,0.5,4,17,4,0
57,0.5,4,21,0,0
64,0.5,4,14,7,0
76,0.5,3,0,19,1
57,0.5,3,19,0,0
61,0.5,3,15,4,0
78,0.5,1,0,0,1
76,1.0,5,4,22,1
80,1.0,5,0,26,1
54,0.5,5,26,0,0
59,0.5,5,21,5,0
63,0.5,5,17,9,0
78,0.5,1,0,0,1
76,0.5,4,0,22,1
54,0.5,4,22,0,0
59,0.5,4,17,5,0
61,0.5,4,15,7,0
75,1.5,2,3,0,1
78,1.5,2,0,3,1
54,0.5,4,24,0,0
59,0.5,4,19,5,0
73,0.5,1,0,0,1
68,1.0,4,5,12,1
73,1.0,4,0,17,1
56,0.5,4,17,0,0
61,0.5,4,12,5,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
56,0.5,4,17,0,0
64,0.5,4,9,8,0
68,1.0,2,8,0,1
76,1.0,2,0,8,1
68,1.0,4,8,12,1
76,1.0,4,0,20,1
56,0.5,4,20,0,0
61,0.5,4,15,5,0
69,1.0,4,9,15,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
69,1.0,2,9,0,1
78,1.0,2,0,9,1
54,0.5,4,24,0,0
64,0.5,4,14,10,0
69,1.0,2,11,0,1
80,1.0,2,0,11,1
69,1.0,4,11,15,1
80,1.0,4,0,26,1
54,0.5,4,26,0,0
61,0.5,4,19,7,0
69,2.75,4,11,12,1
80,2.75,4,0,23,1
57,0.5,4,23,0,0
61,0.5,4,19,4,0
57,0.5,4,23,0,0
64,0.5,4,16,7,0
76,0.5,3,0,19,1
57,0.5,3,19,0,0
61,0.5,3,15,4,0
78,0.5,1,0,0,1
76,1.0,5,4,22,1
80,1.0,5,0,26,1
54,0.5,5,26,0,0
59,0.5,5,21,5,0
63,0.5,5,17,9,0
78,0.5,1,0,0,1
76,0.5,4,0,22,1
54,0.5,4,22,0,0
59,0.5,4,17,5,0
61,0.5,4,15,7,0
75,1.5,2,3,0,1
78,1.5,2,0,3,1
54,0.5,4,24,0,0
59,0.5,4,19,5,0
73,0.5,1,0,0,1
68,1.0,4,5,12,1
73,1.0,4,0,17,1
56,0.5,4,17,0,0
61,0.5,4,12,5,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
56,0.5,4,17,0,0
64,0.5,4,9,8,0
68,1.0,2,8,0,1
76,1.0,2,0,8,1
68,1.0,4,8,12,1
76,1.0,4,0,20,1
56,0.5,4,20,0,0
61,0.5,4,15,5,0
69,1.0,4,9,15,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
69,1.0,2,9,0,1
78,1.0,2,0,9,1
54,0.5,4,24,0,0
64,0.5,4,14,10,0
69,1.0,2,11,0,1
80,1.0,2,0,11,1
69,1.0,4,11,15,1
80,1.0,4,0,26,1
54,0.5,4,26,0,0
61,0.5,4,19,7,0
69,2.75,4,11,12,1
80,2.75,4,0,23,1
57,0.5,4,23,0,0
61,0.5,4,19,4,0
57,0.5,4,23,0,0
64,0.5,4,16,7,0
76,0.5,3,0,19,1
57,0.5,3,19,0,0
61,0.5,3,15,4,0
78,0.5,1,0,0,1
76,1.0,5,4,22,1
80,1.0,5,0,26,1
54,0.5,5,26,0,0
59,0.5,5,21,5,0
63,0.5,5,17,9,0
78,0.5,1,0,0,1
76,0.5,4,0,22,1
54,0.5,4,22,0,0
59,0.5,4,17,5,0
61,0.5,4,15,7,0
75,1.5,2,3,0,1
78,1.5,2,0,3,1
54,0.5,4,24,0,0
59,0.5,4,19,5,0
73,0.5,1,0,0,1
68,1.0,4,5,12,1
73,1.0,4,0,17,1
56,0.5,4,17,0,0
61,0.5,4,12,5,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
56,0.5,4,17,0,0
64,0.5,4,9,8,0
68,1.0,2,8,0,1
76,1.0,2,0,8,1
68,1.0,4,8,12,1
76,1.0,4,0,20,1
56,0.5,4,20,0,0
61,0.5,4,15,5,0
69,1.0,4,9,15,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
69,1.0,2,9,0,1
78,1.0,2,0,9,1
54,0.5,4,24,0,0
64,0.5,4,14,10,0
69,1.0,2,11,0,1
80,1.0,2,0,11,1
69,1.0,4,11,15,1
80,1.0,4,0,26,1
54,0.5,4,26,0,0
61,0.5,4,19,7,0
69,2.75,4,11,12,1
80,2.75,4,0,23,1
57,0.5,4,23,0,0
61,0.5,4,19,4,0
57,0.5,4,23,0,0
64,0.5,4,16,7,0
76,0.5,3,0,19,1
57,0.5,3,19,0,0
61,0.5,3,15,4,0
78,0.5,1,0,0,1
76,1.0,5,4,22,1
80,1.0,5,0,26,1
54,0.5,5,26,0,0
59,0.5,5,21,5,0
63,0.5,5,17,9,0
78,0.5,1,0,0,1
76,0.5,4,0,22,1
54,0.5,4,22,0,0
59,0.5,4,17,5,0
61,0.5,4,15,7,0
75,1.5,2,3,0,1
78,1.5,2,0,3,1
54,0.5,4,24,0,0
59,0.5,4,19,5,0
68,0.5,2,5,0,1
73,0.5,2,0,5,1
68,1.0,4,5,12,1
73,1.0,4,0,17,1
56,0.5,4,17,0,0
61,0.5,4,12,5,0
68,0.5,2,5,0,1
73,0.5,2,0,5,1
73,0.5,3,0,17,1
56,0.5,3,17,0,0
64,0.5,3,9,8,0
68,0.5,2,5,0,1
73,0.5,2,0,5,1
73,0.5,1,0,0,1
73,0.5,4,3,17,1
76,0.5,4,0,20,1
56,0.5,4,20,0,0
61,0.5,4,15,5,0
78,0.5,1,0,0,1
76,1.0,4,4,22,1
80,1.0,4,0,26,1
54,0.5,4,26,0,0
61,0.5,4,19,7,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
54,0.5,4,19,0,0
64,0.5,4,9,10,0
73,1.0,2,3,0,1
76,1.0,2,0,3,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
75,2.75,4,3,18,1
78,2.75,4,0,21,1
57,0.5,4,21,0,0
61,0.5,4,17,4,0
57,0.5,4,21,0,0
64,0.5,4,14,7,0
76,0.5,3,0,19,1
57,0.5,3,19,0,0
61,0.5,3,15,4,0
78,0.5,1,0,0,1
76,1.0,5,4,22,1
80,1.0,5,0,26,1
54,0.5,5,26,0,0
59,0.5,5,21,5,0
63,0.5,5,17,9,0
78,0.5,1,0,0,1
76,0.5,1,0,0,1
73,1.0,5,3,19,1
76,1.0,5,0,22,1
54,0.5,5,22,0,0
59,0.5,5,17,5,0
61,0.5,5,15,7,0
75,1.0,2,3,0,1
78,1.0,2,0,3,1
54,0.5,4,24,0,0
59,0.5,4,19,5,0
73,1.0,1,0,0,1
80,0.5,1,0,0,1
80,1.0,1,0,0,1
78,1.0,1,0,0,1
76,0.5,1,0,0,1
78,1.0,1,0,0,1
80,1.0,1,0,0,1
73,1.0,1,0,0,1
73,1.0,1,0,0,1
73,1.0,1,0,0,1
80,0.5,1,0,0,1
80,1.0,1,0,0,1
78,1.0,1,0,0,1
76,0.5,1,0,0,1
78,1.0,1,0,0,1
76,1.0,1,0,0,1
73,1.0,1,0,0,1
73,1.0,1,0,0,1
73,1.0,1,0,0,1
80,0.5,1,0,0,1
80,1.0,1,0,0,1
78,1.0,1,0,0,1
76,0.5,1,0,0,1
78,1.0,1,0,0,1
80,1.0,1,0,0,1
73,1.0,1,0,0,1
73,1.0,1,0,0,1
73,1.0,1,0,0,1
80,0.5,1,0,0,1
80,1.0,1,0,0,1
78,1.0,1,0,0,1
76,0.5,1,0,0,1
78,1.0,1,0,0,1
76,1.0,1,0,0,1
73,1.0,1,0,0,1
73,1.0,1,0,0,1
73,1.0,3,0,17,1
56,0.5,3,17,0,0
61,0.5,3,12,5,0
80,0.5,1,0,0,1
80,1.0,3,0,24,1
56,0.5,3,24,0,0
61,0.5,3,19,5,0
78,1.0,1,0,0,1
56,0.5,3,22,0,0
61,0.5,3,17,5,0
76,0.5,1,0,0,1
78,1.0,3,0,24,1
54,0.5,3,24,0,0
61,0.5,3,17,7,0
80,1.0,1,0,0,1
54,0.5,3,26,0,0
61,0.5,3,19,7,0
73,1.0,1,0,0,1
73,1.0,3,0,19,1
54,0.5,3,19,0,0
61,0.5,3,12,7,0
73,1.0,3,0,16,1
57,0.5,3,16,0,0
61,0.5,3,12,4,0
80,0.5,1,0,0,1
80,1.0,3,0,23,1
57,0.5,3,23,0,0
61,0.5,3,19,4,0
78,1.0,1,0,0,1
57,0.5,3,21,0,0
61,0.5,3,17,4,0
76,0.5,1,0,0,1
78,1.0,3,0,24,1
54,0.5,3,24,0,0
59,0.5,3,19,5,0
76,1.0,1,0,0,1
54,0.5,3,22,0,0
59,0.5,3,17,5,0
73,1.0,1,0,0,1
73,1.0,3,0,19,1
54,0.5,3,19,0,0
59,0.5,3,14,5,0
73,1.0,3,0,17,1
56,0.5,3,17,0,0
61,0.5,3,12,5,0
80,0.5,1,0,0,1
80,1.0,3,0,24,1
56,0.5,3,24,0,0
61,0.5,3,19,5,0
78,1.0,1,0,0,1
56,0.5,3,22,0,0
61,0.5,3,17,5,0
76,0.5,1,0,0,1
78,1.0,3,0,24,1
54,0.5,3,24,0,0
61,0.5,3,17,7,0
80,1.0,1,0,0,1
54,0.5,3,26,0,0
61,0.5,3,19,7,0
73,1.0,1,0,0,1
73,1.0,3,0,19,1
54,0.5,3,19,0,0
61,0.5,3,12,7,0
73,1.0,1,0,0,1
80,0.5,1,0,0,1
80,1.0,1,0,0,1
78,1.0,1,0,0,1
76,0.5,1,0,0,1
78,1.0,1,0,0,1
76,1.0,1,0,0,1
73,1.0,1,0,0,1
73,1.0,1,0,0,1
73,2.75,3,0,17,1
56,0.5,3,17,0,0
61,0.5,3,12,5,0
56,0.5,3,17,0,0
64,0.5,3,9,8,0
76,0.5,3,0,20,1
56,0.5,3,20,0,0
61,0.5,3,15,5,0
78,0.5,1,0,0,1
76,1.0,4,4,22,1
80,1.0,4,0,26,1
54,0.5,4,26,0,0
61,0.5,4,19,7,0
78,0.5,1,0,0,1
76,0.5,3,0,22,1
54,0.5,3,22,0,0
64,0.5,3,12,10,0
73,1.0,2,3,0,1
76,1.0,2,0,3,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
75,2.0,4,3,18,1
78,2.0,4,0,21,1
57,0.5,4,21,0,0
61,0.5,4,17,4,0
57,0.5,4,21,0,0
64,0.5,4,14,7,0
73,0.5,1,0,0,1
76,0.5,3,0,19,1
57,0.5,3,19,0,0
61,0.5,3,15,4,0
78,0.5,1,0,0,1
76,1.0,5,4,22,1
80,1.0,5,0,26,1
54,0.5,5,26,0,0
59,0.5,5,21,5,0
63,0.5,5,17,9,0
78,0.5,1,0,0,1
76,0.5,4,0,22,1
54,0.5,4,22,0,0
59,0.5,4,17,5,0
61,0.5,4,15,7,0
71,1.0,2,5,0,1
76,1.0,2,0,5,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
59,0.5,4,19,5,0
68,2.0,4,5,12,1
73,2.0,4,0,17,1
56,0.5,4,17,0,0
61,0.5,4,12,5,0
56,0.5,4,17,0,0
64,0.5,4,9,8,0
73,0.5,1,0,0,1
76,0.5,3,0,20,1
56,0.5,3,20,0,0
61,0.5,3,15,5,0
78,0.5,1,0,0,1
76,1.0,4,4,22,1
80,1.0,4,0,26,1
54,0.5,4,26,0,0
61,0.5,4,19,7,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
54,0.5,4,19,0,0
64,0.5,4,9,10,0
73,1.0,2,3,0,1
76,1.0,2,0,3,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
75,2.75,4,3,18,1
78,2.75,4,0,21,1
57,0.5,4,21,0,0
61,0.5,4,17,4,0
57,0.5,4,21,0,0
64,0.5,4,14,7,0
76,0.5,3,0,19,1
57,0.5,3,19,0,0
61,0.5,3,15,4,0
78,0.5,1,0,0,1
76,1.0,5,4,22,1
80,1.0,5,0,26,1
54,0.5,5,26,0,0
59,0.5,5,21,5,0
63,0.5,5,17,9,0
78,0.5,1,0,0,1
76,0.5,4,0,22,1
54,0.5,4,22,0,0
59,0.5,4,17,5,0
61,0.5,4,15,7,0
75,1.5,2,3,0,1
78,1.5,2,0,3,1
54,0.5,4,24,0,0
59,0.5,4,19,5,0
68,0.5,2,5,0,1
73,0.5,2,0,5,1
68,2.75,4,5,12,1
73,2.75,4,0,17,1
56,0.5,4,17,0,0
61,0.5,4,12,5,0
56,0.5,4,17,0,0
64,0.5,4,9,8,0
73,1.0,4,3,17,1
76,1.0,4,0,20,1
56,0.5,4,20,0,0
61,0.5,4,15,5,0
76,1.0,4,4,22,1
80,1.0,4,0,26,1
54,0.5,4,26,0,0
61,0.5,4,19,7,0
83,0.5,1,0,0,1
80,0.5,3,0,26,1
54,0.5,3,26,0,0
64,0.5,3,16,10,0
75,1.0,2,3,0,1
78,1.0,2,0,3,1
73,1.0,4,3,19,1
76,1.0,4,0,22,1
54,0.5,4,22,0,0
61,0.5,4,15,7,0
75,2.0,4,3,18,1
78,2.0,4,0,21,1
57,0.5,4,21,0,0
61,0.5,4,17,4,0
57,0.5,4,21,0,0
64,0.5,4,14,7,0
73,0.5,1,0,0,1
76,0.5,3,0,19,1
57,0.5,3,19,0,0
61,0.5,3,15,4,0
78,0.5,1,0,0,1
76,1.0,5,4,22,1
80,1.0,5,0,26,1
54,0.5,5,26,0,0
59,0.5,5,21,5,0
63,0.5,5,17,9,0
75,1.0,2,3,0,1
78,1.0,2,0,3,1
54,0.5,5,24,0,0
59,0.5,5,19,5,0
61,0.5,5,17,7,0
73,1.0,2,3,0,1
76,1.0,2,0,3,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
59,0.5,4,19,5,0
68,1.0,4,5,12,1
73,1.0,4,0,17,1
56,0.5,4,17,0,0
61,0.5,4,12,5,0
68,0.5,2,5,0,1
73,0.5,2,0,5,1
73,0.5,3,0,17,1
56,0.5,3,17,0,0
64,0.5,3,9,8,0
68,0.5,2,5,0,1
73,0.5,2,0,5,1
73,0.5,1,0,0,1
73,0.5,4,3,17,1
76,0.5,4,0,20,1
56,0.5,4,20,0,0
61,0.5,4,15,5,0
78,0.5,1,0,0,1
76,1.0,4,4,22,1
80,1.0,4,0,26,1
54,0.5,4,26,0,0
61,0.5,4,19,7,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
54,0.5,4,19,0,0
64,0.5,4,9,10,0
73,1.0,2,3,0,1
76,1.0,2,0,3,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
75,2.75,4,3,18,1
78,2.75,4,0,21,1
57,0.5,4,21,0,0
61,0.5,4,17,4,0
57,0.5,4,21,0,0
64,0.5,4,14,7,0
76,0.5,3,0,19,1
57,0.5,3,19,0,0
61,0.5,3,15,4,0
78,0.5,1,0,0,1
76,1.0,5,4,22,1
80,1.0,5,0,26,1
54,0.5,5,26,0,0
59,0.5,5,21,5,0
63,0.5,5,17,9,0
78,0.5,1,0,0,1
76,0.5,4,0,22,1
54,0.5,4,22,0,0
59,0.5,4,17,5,0
61,0.5,4,15,7,0
75,1.5,2,3,0,1
78,1.5,2,0,3,1
54,0.5,4,24,0,0
59,0.5,4,19,5,0
73,0.5,1,0,0,1
73,1.0,3,0,17,1
56,0.5,3,17,0,0
61,0.5,3,12,5,0
80,0.5,1,0,0,1
76,1.0,4,4,20,1
80,1.0,4,0,24,1
56,0.5,4,24,0,0
64,0.5,4,16,8,0
75,1.0,2,3,0,1
78,1.0,2,0,3,1
56,0.5,4,22,0,0
61,0.5,4,17,5,0
76,0.5,1,0,0,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
76,1.0,2,4,0,1
80,1.0,2,0,4,1
54,0.5,4,26,0,0
64,0.5,4,16,10,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
68,1.0,4,5,14,1
73,1.0,4,0,19,1
54,0.5,4,19,0,0
61,0.5,4,12,7,0
68,1.0,4,5,11,1
73,1.0,4,0,16,1
57,0.5,4,16,0,0
61,0.5,4,12,4,0
80,0.5,1,0,0,1
76,1.0,4,4,19,1
80,1.0,4,0,23,1
57,0.5,4,23,0,0
64,0.5,4,16,7,0
75,1.0,2,3,0,1
78,1.0,2,0,3,1
57,0.5,4,21,0,0
61,0.5,4,17,4,0
76,0.5,1,0,0,1
75,1.0,5,3,21,1
78,1.0,5,0,24,1
54,0.5,5,24,0,0
59,0.5,5,19,5,0
63,0.5,5,15,9,0
73,1.0,2,3,0,1
76,1.0,2,0,3,1
54,0.5,5,22,0,0
59,0.5,5,17,5,0
61,0.5,5,15,7,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
68,1.0,4,5,14,1
73,1.0,4,0,19,1
54,0.5,4,19,0,0
59,0.5,4,14,5,0
68,1.0,4,5,12,1
73,1.0,4,0,17,1
56,0.5,4,17,0,0
61,0.5,4,12,5,0
80,0.5,1,0,0,1
76,1.0,4,4,20,1
80,1.0,4,0,24,1
56,0.5,4,24,0,0
64,0.5,4,16,8,0
75,1.0,2,3,0,1
78,1.0,2,0,3,1
56,0.5,4,22,0,0
61,0.5,4,17,5,0
76,0.5,1,0,0,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
76,1.0,2,4,0,1
80,1.0,2,0,4,1
54,0.5,4,26,0,0
64,0.5,4,16,10,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
68,1.0,4,5,14,1
73,1.0,4,0,19,1
54,0.5,4,19,0,0
61,0.5,4,12,7,0
68,1.0,4,5,11,1
73,1.0,4,0,16,1
57,0.5,4,16,0,0
61,0.5,4,12,4,0
80,0.5,1,0,0,1
76,1.0,4,4,19,1
80,1.0,4,0,23,1
57,0.5,4,23,0,0
64,0.5,4,16,7,0
75,1.0,2,3,0,1
78,1.0,2,0,3,1
57,0.5,4,21,0,0
61,0.5,4,17,4,0
76,0.5,1,0,0,1
75,1.0,5,3,21,1
78,1.0,5,0,24,1
54,0.5,5,24,0,0
59,0.5,5,19,5,0
63,0.5,5,15,9,0
73,1.0,2,3,0,1
76,1.0,2,0,3,1
54,0.5,5,22,0,0
59,0.5,5,17,5,0
61,0.5,5,15,7,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
68,1.0,4,5,14,1
73,1.0,4,0,19,1
54,0.5,4,19,0,0
59,0.5,4,14,5,0
68,1.0,4,5,12,1
73,1.0,4,0,17,1
56,0.5,4,17,0,0
61,0.5,4,12,5,0
80,0.5,1,0,0,1
76,1.0,4,4,20,1
80,1.0,4,0,24,1
56,0.5,4,24,0,0
64,0.5,4,16,8,0
75,1.0,2,3,0,1
78,1.0,2,0,3,1
56,0.5,4,22,0,0
61,0.5,4,17,5,0
76,0.5,1,0,0,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
76,1.0,2,4,0,1
80,1.0,2,0,4,1
54,0.5,4,26,0,0
64,0.5,4,16,10,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
68,1.0,4,5,14,1
73,1.0,4,0,19,1
54,0.5,4,19,0,0
61,0.5,4,12,7,0
68,1.0,4,5,11,1
73,1.0,4,0,16,1
57,0.5,4,16,0,0
61,0.5,4,12,4,0
80,0.5,1,0,0,1
76,1.0,4,4,19,1
80,1.0,4,0,23,1
57,0.5,4,23,0,0
64,0.5,4,16,7,0
75,1.0,2,3,0,1
78,1.0,2,0,3,1
57,0.5,4,21,0,0
61,0.5,4,17,4,0
76,0.5,1,0,0,1
75,1.0,5,3,21,1
78,1.0,5,0,24,1
54,0.5,5,24,0,0
59,0.5,5,19,5,0
63,0.5,5,15,9,0
73,1.0,2,3,0,1
76,1.0,2,0,3,1
54,0.5,5,22,0,0
59,0.5,5,17,5,0
61,0.5,5,15,7,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
68,1.0,4,5,14,1
73,1.0,4,0,19,1
54,0.5,4,19,0,0
59,0.5,4,14,5,0
68,1.0,4,5,12,1
73,1.0,4,0,17,1
56,0.5,4,17,0,0
61,0.5,4,12,5,0
68,0.5,2,5,0,1
73,0.5,2,0,5,1
73,0.5,3,0,17,1
56,0.5,3,17,0,0
64,0.5,3,9,8,0
68,0.5,2,5,0,1
73,0.5,2,0,5,1
73,0.5,1,0,0,1
73,0.5,4,3,17,1
76,0.5,4,0,20,1
56,0.5,4,20,0,0
61,0.5,4,15,5,0
75,0.5,2,3,0,1
78,0.5,2,0,3,1
76,1.0,4,4,22,1
80,1.0,4,0,26,1
54,0.5,4,26,0,0
61,0.5,4,19,7,0
68,1.0,2,5,0,1
73,1.0,2,0,5,1
54,0.5,4,19,0,0
64,0.5,4,9,10,0
73,1.0,2,3,0,1
76,1.0,2,0,3,1
75,1.0,4,3,21,1
78,1.0,4,0,24,1
54,0.5,4,24,0,0
61,0.5,4,17,7,0
75,2.75,4,3,18,1
78,2.75,4,0,21,1
57,0.5,4,21,0,0
61,0.5,4,17,4,0
57,0.5,4,21,0,0
64,0.5,4,14,7,0
76,0.5,3,0,19,1
57,0.5,3,19,0,0
61,0.5,3,15,4,0
78,0.5,1,0,0,1
76,1.0,5,4,22,1
80,1.0,5,0,26,1
54,0.5,5,26,0,0
59,0.5,5,21,5,0
63,0.5,5,17,9,0
78,0.5,1,0,0,1
76,0.5,1,0,0,1
75,1.0,2,3,0,1
78,1.0,2,0,3,1
75,1.0,2,3,0,1
78,1.0,2,0,3,1
64,3.75,3,9,0,1
68,3.75,3,5,4,1
73,3.75,3,0,9,1
64,1.5,3,12,12,1
76,1.5,3,0,24,1
52,1.5,3,24,0,0
64,0.5,1,0,0,1
69,1.0,1,0,0,1
71,1.0,1,0,0,1
72,3.75,2,0,24,1
48,3.75,2,24,0,0
74,1.5,2,0,24,1
50,1.5,2,24,0,0
72,1.5,1,0,0,1
71,1.0,1,0,0,1
72,2.75,2,0,24,1
48,2.75,2,24,0,0
71,1.0,1,0,0,1
64,1.5,2,0,12,1
52,1.5,2,12,0,0
64,0.5,1,0,0,1
69,1.0,1,0,0,1
71,1.0,1,0,0,1
72,3.75,2,0,24,1
48,3.75,2,24,0,0
74,1.5,2,0,24,1
50,1.5,2,24,0,0
72,1.5,1,0,0,1
71,1.0,1,0,0,1
72,2.75,2,0,24,1
48,2.75,2,24,0,0
71,1.0,1,0,0,1
76,1.5,4,0,24,1
52,1.5,4,24,0,0
55,1.5,4,21,3,0
59,1.5,4,17,7,0
78,0.5,4,0,26,1
52,0.5,4,26,0,0
55,0.5,4,23,3,0
59,0.5,4,19,7,0
81,1.0,2,0,24,1
57,1.0,2,24,0,0
71,1.0,3,0,16,1
55,1.0,3,16,0,0
59,1.0,3,12,4,0
60,3.75,6,16,8,1
64,3.75,6,12,12,1
72,3.75,6,4,20,1
76,3.75,6,0,24,1
52,3.75,6,24,0,0
55,3.75,6,21,3,0
62,0.5,5,19,12,1
74,0.5,5,7,24,1
81,0.5,5,0,31,1
50,0.5,5,31,0,0
57,0.5,5,24,7,0
57,1.0,1,0,0,0
60,1.5,4,12,8,1
72,1.5,4,0,20,1
52,1.5,4,20,0,0
55,1.5,4,17,3,0
71,1.0,4,0,19,1
52,1.0,4,19,0,0
55,1.0,4,16,3,0
59,1.0,4,12,7,0
60,2.75,4,12,8,1
72,2.75,4,0,20,1
52,2.75,4,20,0,0
55,2.75,4,17,3,0
48,1.0,3,7,0,0
52,1.0,3,3,4,0
55,1.0,3,0,7,0
64,1.5,4,0,12,1
52,1.5,4,12,0,0
55,1.5,4,9,3,0
59,1.5,4,5,7,0
76,0.5,4,0,24,1
52,0.5,4,24,0,0
55,0.5,4,21,3,0
59,0.5,4,17,7,0
69,1.0,3,12,12,1
81,1.0,3,0,24,1
57,1.0,3,24,0,0
71,1.0,3,0,16,1
55,1.0,3,16,0,0
59,1.0,3,12,4,0
60,3.75,6,16,8,1
64,3.75,6,12,12,1
72,3.75,6,4,20,1
76,3.75,6,0,24,1
52,3.75,6,24,0,0
55,3.75,6,21,3,0
62,1.0,4,12,12,1
74,1.0,4,0,24,1
50,1.0,4,24,0,0
57,1.0,4,17,7,0
62,1.0,4,12,12,1
74,1.0,4,0,24,1
50,1.0,4,24,0,0
57,1.0,4,17,7,0
62,1.0,4,12,12,1
74,1.0,4,0,24,1
50,1.0,4,24,0,0
57,1.0,4,17,7,0
62,1.0,4,12,12,1
74,1.0,4,0,24,1
50,1.0,4,24,0,0
57,1.0,4,17,7,0
62,1.0,4,12,12,1
74,1.0,4,0,24,1
50,1.0,4,24,0,0
57,1.0,4,17,7,0
62,0.5,4,12,12,1
74,0.5,4,0,24,1
50,0.5,4,24,0,0
57,0.5,4,17,7,0
50,0.5,1,0,0,0
62,1.0,4,12,12,1
74,1.0,4,0,24,1
50,1.0,4,24,0,0
57,1.0,4,17,7,0
62,1.0,4,12,12,1
74,1.0,4,0,24,1
50,1.0,4,24,0,0
57,1.0,4,17,7,0
76,1.5,4,0,24,1
52,1.5,4,24,0,0
55,1.5,4,21,3,0
59,1.5,4,17,7,0
52,0.5,3,7,0,0
55,0.5,3,4,3,0
59,0.5,3,0,7,0
71,1.0,2,0,14,1
57,1.0,2,14,0,0
55,1.0,2,4,0,0
59,1.0,2,0,4,0
60,3.75,6,16,8,1
64,3.75,6,12,12,1
72,3.75,6,4,20,1
76,3.75,6,0,24,1
52,3.75,6,24,0,0
55,3.75,6,21,3,0
62,1.5,4,12,12,1
74,1.5,4,0,24,1
50,1.5,4,24,0,0
57,1.5,4,17,7,0
60,0.5,3,0,8,1
52,0.5,3,8,0,0
55,0.5,3,5,3,0
72,1.0,1,0,0,1
